row_index,TweetId,occurrence_in_row,alignment_type,wrong_word,correct_word,review_label,review_reason,wrong_in_processed_freq,correct_in_processed_freq,wrong_in_original_freq,edit_distance,orthographic_variant,original_block,processed_block,CleanOriginal,CleanProcessed,TweetOriginal,TweetProcess
261,12498,1,token_replace,گیں,گی,likely_real_word_contextual,manual full-corpus review: source and target are valid words/forms in context,3,167,4,1,False,گیں,گی,اگر کیسی یوتھے کی نید اڑانے ھو تو اسکے کان میں چپ کرکے گوگی گھڑی کہا دیں اسکی سات نسلیں رونا بند نہں کریں گیں,اگر کسی یوتھیے کی نیند اڑانی ھو تو اس کے کان میں چپ کرکے گوگی گھڑی کہ دیں اس کی سات نسلیں رونا بند نہیں کریں گی,اگر کیسی یوتھے کی نید اڑانے ھو تو اسکے کان میں چپ کرکے گوگی گھڑی کہا دیں اسکی سات نسلیں رونا بند نہں کریں گیں 😂😂😂 https://t.co/921vGLGjvE,اگر کسی یوتھیے کی نیند اڑانی ھو تو اس کے کان میں چپ کرکے گوگی گھڑی کہ دیں اس کی سات نسلیں رونا بند نہیں کریں گی 😂😂😂 
319,18406,1,token_replace,سی,سے,likely_real_word_contextual,manual full-corpus review: source and target are valid words/forms in context,72,2381,70,1,True,سی,سے,مولانا صاحب دامت برکاتہم ہمیں بھی آپ سی یہی شکوہ رہا ہے کہ آپ تبلیغی اجتماعات میں ایسی گفتگو نہ کیا کریں جو شیعت کو چھڑوایا دیتی ہو ہمیں بھی آپ سے ہاتھ جوڑ کر درخواست ہے ایک مرتد کافر کو گلے لگانا جو اس دنیا میں حضور کے بعد سب سے پاک ہستیوں کی توہیں کرتے ہیں,مولانا صاحب دامت برکاتہم ہمیں بھی آپ سے یہی شکوہ رہا ہے کہ آپ تبلیغی اجتماعات میں ایسی گفتگو نہ کیا کریں جو شیعت کو چھڑوایا دیتی ہو ہمیں بھی آپ سے ہاتھ جوڑ کر درخواست ہے ایک مرتد کافر کو گلے لگانا جو اس دنیا میں حضور کے بعد سب سے پاک ہستیوں کی توہین کرتے ہیں,@TariqJamilOFCL مولانا صاحب دامت برکاتہم ہمیں بھی آپ سی یہی شکوہ رہا ہے کہ آپ تبلیغی اجتماعات میں ایسی گفتگو نہ کیا کریں جو شیعت کو چھڑوایا دیتی ہو ہمیں بھی آپ سے ہاتھ جوڑ کر درخواست ہے ایک مرتد کافر کو گلے لگانا جو اس دنیا میں حضور کے بعد سب سے پاک ہستیوں کی توہیں کرتے ہیں,@TariqJamilOFCL مولانا صاحب دامت برکاتہم ہمیں بھی آپ سے یہی شکوہ رہا ہے کہ آپ تبلیغی اجتماعات میں ایسی گفتگو نہ کیا کریں جو شیعت کو چھڑوایا دیتی ہو ہمیں بھی آپ سے ہاتھ جوڑ کر درخواست ہے ایک مرتد کافر کو گلے لگانا جو اس دنیا میں حضور کے بعد سب سے پاک ہستیوں کی توہین کرتے ہیں
339,20016,1,token_replace,اسے,ایسے,likely_real_word_contextual,manual full-corpus review: source and target are valid words/forms in context,96,139,87,1,False,اسے,ایسے,اگر پروز الہی اسمبلى تحلیل کرتے ہیں تو آپ میں اور ہیرا منڈی طوافوں میں کوئی فرک نہیں وہ بھی نہ نہ کر کے مانتی ہیں اور آپ بھی اسے ہی کرتے ہو,اگر پرواز الہی اسمبلى تحلیل کرتے ہیں تو آپ میں اور ہیرامنڈی طوافوں میں کوئی فرق نہیں وہ بھی نہ نہ کر کے مانتی ہیں اور آپ بھی ایسے ہی کرتے ہو,اگر پروز الہی اسمبلى تحلیل کرتے ہیں تو آپ میں اور ہیرا منڈی طوافوں میں کوئی فرک  نہیں وہ بھی نہ نہ کر کے مانتی ہیں اور آپ بھی اسے ہی کرتے ہو,اگر پرواز الہی اسمبلى تحلیل کرتے ہیں تو آپ میں اور ہیرامنڈی طوافوں میں کوئی فرق  نہیں وہ بھی نہ نہ کر کے مانتی ہیں اور آپ بھی ایسے ہی کرتے ہو
392,22169,1,token_replace,اس,اسی,likely_real_word_contextual,manual full-corpus review: source and target are valid words/forms in context,1379,117,1257,1,False,ہیے اس,ہے اسی,میر صاحب ہم جدی پشتی بردہ فروش ہیے ہمارا مزاج وہ مخلوط نسل اچھی طرح جانتی ہیے اس لیے انکے جج ہمارے بارے می کہتے کہ پا کستانی اپنی مان کو فروخت کرتی ہیے کیا ہم سب برایے فروخت ہیے,میر صاحب ہم جدی پشتی بردہ فروش ہیے ہمارا مزاج وہ مخلوط نسل اچھی طرح جانتی ہے اسی لیے انکے جج ہمارے بارے میں کہتے کہ پا کستانی اپنی ماں کو فروخت کرتے ہیں کیا ہم سب براۓ فروخت ہیں,@SenatorMushtaq @GovtofPakistan میر صاحب ہم جدی پشتی بردہ فروش ہیے ہمارا مزاج وہ مخلوط نسل اچھی طرح جانتی ہیے اس لیے انکے جج ہمارے بارے می کہتے کہ پا کستانی اپنی مان کو فروخت کرتی ہیے کیا ہم سب برایے فروخت ہیے,@SenatorMushtaq @GovtofPakistan میر صاحب ہم جدی پشتی بردہ فروش ہیے ہمارا مزاج وہ مخلوط نسل اچھی طرح جانتی ہے اسی لیے انکے جج ہمارے بارے میں کہتے کہ پا کستانی اپنی ماں کو فروخت کرتے ہیں کیا ہم سب براۓ فروخت ہیں
392,22169,1,token_replace,مان,ماں,likely_real_word_contextual,manual full-corpus review: source and target are valid words/forms in context,27,128,29,1,True,مان,ماں,میر صاحب ہم جدی پشتی بردہ فروش ہیے ہمارا مزاج وہ مخلوط نسل اچھی طرح جانتی ہیے اس لیے انکے جج ہمارے بارے می کہتے کہ پا کستانی اپنی مان کو فروخت کرتی ہیے کیا ہم سب برایے فروخت ہیے,میر صاحب ہم جدی پشتی بردہ فروش ہیے ہمارا مزاج وہ مخلوط نسل اچھی طرح جانتی ہے اسی لیے انکے جج ہمارے بارے میں کہتے کہ پا کستانی اپنی ماں کو فروخت کرتے ہیں کیا ہم سب براۓ فروخت ہیں,@SenatorMushtaq @GovtofPakistan میر صاحب ہم جدی پشتی بردہ فروش ہیے ہمارا مزاج وہ مخلوط نسل اچھی طرح جانتی ہیے اس لیے انکے جج ہمارے بارے می کہتے کہ پا کستانی اپنی مان کو فروخت کرتی ہیے کیا ہم سب برایے فروخت ہیے,@SenatorMushtaq @GovtofPakistan میر صاحب ہم جدی پشتی بردہ فروش ہیے ہمارا مزاج وہ مخلوط نسل اچھی طرح جانتی ہے اسی لیے انکے جج ہمارے بارے میں کہتے کہ پا کستانی اپنی ماں کو فروخت کرتے ہیں کیا ہم سب براۓ فروخت ہیں
392,22169,1,token_replace,کرتی,کرتے,likely_real_word_contextual,manual full-corpus review: source and target are valid words/forms in context,43,264,43,1,True,کرتی ہیے,کرتے ہیں,میر صاحب ہم جدی پشتی بردہ فروش ہیے ہمارا مزاج وہ مخلوط نسل اچھی طرح جانتی ہیے اس لیے انکے جج ہمارے بارے می کہتے کہ پا کستانی اپنی مان کو فروخت کرتی ہیے کیا ہم سب برایے فروخت ہیے,میر صاحب ہم جدی پشتی بردہ فروش ہیے ہمارا مزاج وہ مخلوط نسل اچھی طرح جانتی ہے اسی لیے انکے جج ہمارے بارے میں کہتے کہ پا کستانی اپنی ماں کو فروخت کرتے ہیں کیا ہم سب براۓ فروخت ہیں,@SenatorMushtaq @GovtofPakistan میر صاحب ہم جدی پشتی بردہ فروش ہیے ہمارا مزاج وہ مخلوط نسل اچھی طرح جانتی ہیے اس لیے انکے جج ہمارے بارے می کہتے کہ پا کستانی اپنی مان کو فروخت کرتی ہیے کیا ہم سب برایے فروخت ہیے,@SenatorMushtaq @GovtofPakistan میر صاحب ہم جدی پشتی بردہ فروش ہیے ہمارا مزاج وہ مخلوط نسل اچھی طرح جانتی ہے اسی لیے انکے جج ہمارے بارے میں کہتے کہ پا کستانی اپنی ماں کو فروخت کرتے ہیں کیا ہم سب براۓ فروخت ہیں
398,23076,1,token_replace,دلیر,دلیری,likely_real_word_contextual,manual full-corpus review: source and target are valid words/forms in context,3,4,4,1,False,دلیر,دلیری,یہود اور روافض جنگ میں سب سے بزدل قوم ہیں، جب کبھی بھی ان میں قوت نظر آئے یا غالب ہوتے نظر آئیں تو یہ ان کی دلیر کی وجہ سے نہیں بلکہ اغیار کی کمزوری کی بدولت ہوتا ہے، اسی لیے تاریخ میں ہمیں ان کی کوئی فتوحات نظر نہیں آتیں,یہود اور روافض جنگ میں سب سے بزدل قوم ہیں، جب کبھی بھی ان میں قوت نظر آئے یا غالب ہوتے نظر آئیں تو یہ ان کی دلیری کی وجہ سے نہیں بلکہ اغیار کی کمزوری کی بدولت ہوتا ہے، اسی لیے تاریخ میں ہمیں ان کی کوئی فتوحات نظر نہیں آتیں,"یہود اور روافض جنگ میں سب سے بزدل قوم ہیں، جب کبھی بھی ان میں قوت نظر آئے یا غالب ہوتے نظر آئیں تو یہ ان کی دلیر کی وجہ سے نہیں بلکہ اغیار کی کمزوری کی بدولت ہوتا ہے، اسی لیے تاریخ میں ہمیں ان کی کوئی فتوحات نظر نہیں آتیں

#فحاشی_کی_دلالی_نامنظور","یہود اور روافض جنگ میں سب سے بزدل قوم ہیں، جب کبھی بھی ان میں قوت نظر آئے یا غالب ہوتے نظر آئیں تو یہ ان کی دلیری کی وجہ سے نہیں بلکہ اغیار کی کمزوری کی بدولت ہوتا ہے، اسی لیے تاریخ میں ہمیں ان کی کوئی فتوحات نظر نہیں آتیں

"
405,23755,1,token_replace,میرا,میرے,likely_real_word_contextual,manual full-corpus review: source and target are valid words/forms in context,43,80,44,1,False,میرا,میرے,میرا ساتھ تو آپکی پکی ناراضگی ھے شاید وہ ہندو کیپٹن نے میرا شکایات لگادی میں نے اس کو کراکرا سنایا تا جب اس نے کچا پکا بکواس کیا اس کے بعد اس نے مجھے بلاک کیا ھے بہرحال جو کچھ بھی ھوا سو ھوا آپ ناراض مت ھو آگر میں نے کچھ غلط لفظ استعمال کیا ھے تو میں اپنے وہ الفاظ واپس لیتا ہوں,میرے ساتھ تو آپکی پکی ناراضگی ھے شاید وہ ہندو کیپٹن نے میری شکایات لگادی میں نے اس کو کراکرا سنایا تھا جب اس نے کچا پکا بکواس کیا اس کے بعد اس نے مجھے بلاک کیا ھے بہرحال جو کچھ بھی ھوا سو ھوا آپ ناراض مت ھو اگر میں نے کچھ غلط لفظ استعمال کیا ھے تو میں اپنے وہ الفاظ واپس لیتا ہوں,@syedagulwis میرا ساتھ تو آپکی پکی ناراضگی ھے شاید وہ ہندو کیپٹن نے میرا شکایات لگادی میں نے اس کو کراکرا سنایا تا جب اس نے کچا پکا بکواس کیا اس کے بعد اس نے مجھے بلاک کیا ھے بہرحال جو کچھ بھی ھوا سو ھوا آپ ناراض مت ھو آگر میں نے کچھ غلط لفظ استعمال کیا ھے تو میں اپنے وہ الفاظ واپس لیتا ہوں,@syedagulwis میرے ساتھ تو آپکی پکی ناراضگی ھے شاید وہ ہندو کیپٹن نے میری شکایات لگادی میں نے اس کو کراکرا سنایا تھا جب اس نے کچا پکا بکواس کیا اس کے بعد اس نے مجھے بلاک کیا ھے بہرحال جو کچھ بھی ھوا سو ھوا آپ ناراض مت ھو اگر میں نے کچھ غلط لفظ استعمال کیا ھے تو میں اپنے وہ الفاظ واپس لیتا ہوں
405,23755,1,token_replace,میرا,میری,likely_real_word_contextual,manual full-corpus review: source and target are valid words/forms in context,43,67,44,1,False,میرا,میری,میرا ساتھ تو آپکی پکی ناراضگی ھے شاید وہ ہندو کیپٹن نے میرا شکایات لگادی میں نے اس کو کراکرا سنایا تا جب اس نے کچا پکا بکواس کیا اس کے بعد اس نے مجھے بلاک کیا ھے بہرحال جو کچھ بھی ھوا سو ھوا آپ ناراض مت ھو آگر میں نے کچھ غلط لفظ استعمال کیا ھے تو میں اپنے وہ الفاظ واپس لیتا ہوں,میرے ساتھ تو آپکی پکی ناراضگی ھے شاید وہ ہندو کیپٹن نے میری شکایات لگادی میں نے اس کو کراکرا سنایا تھا جب اس نے کچا پکا بکواس کیا اس کے بعد اس نے مجھے بلاک کیا ھے بہرحال جو کچھ بھی ھوا سو ھوا آپ ناراض مت ھو اگر میں نے کچھ غلط لفظ استعمال کیا ھے تو میں اپنے وہ الفاظ واپس لیتا ہوں,@syedagulwis میرا ساتھ تو آپکی پکی ناراضگی ھے شاید وہ ہندو کیپٹن نے میرا شکایات لگادی میں نے اس کو کراکرا سنایا تا جب اس نے کچا پکا بکواس کیا اس کے بعد اس نے مجھے بلاک کیا ھے بہرحال جو کچھ بھی ھوا سو ھوا آپ ناراض مت ھو آگر میں نے کچھ غلط لفظ استعمال کیا ھے تو میں اپنے وہ الفاظ واپس لیتا ہوں,@syedagulwis میرے ساتھ تو آپکی پکی ناراضگی ھے شاید وہ ہندو کیپٹن نے میری شکایات لگادی میں نے اس کو کراکرا سنایا تھا جب اس نے کچا پکا بکواس کیا اس کے بعد اس نے مجھے بلاک کیا ھے بہرحال جو کچھ بھی ھوا سو ھوا آپ ناراض مت ھو اگر میں نے کچھ غلط لفظ استعمال کیا ھے تو میں اپنے وہ الفاظ واپس لیتا ہوں
491,36790,1,token_replace,کروں,دوں,likely_real_word_contextual,manual full-corpus review: source and target are valid words/forms in context,10,8,9,2,False,پانسی کروں,پھانسی دوں,تم اتنا بڑا گدھا ہے میں نہیں سوچ سکتا عدالتوں میں جاو سایفر پر تحقیقات کرواو اگر غلط نکلا تو پانسی کروں اس سے اگے پیچے بات نہیں کروں بیغرت ادمی ہڈی کیلئے کچھ بھی کرتے ہوں گیراجوں میں پیدا ہونے والے ایسا ہوتا ہے,تم اتنا بڑا گدھا ہے میں نہیں سوچ سکتا عدالتوں میں جاؤ یا تحقیقات کرواؤ اگر غلط نکلا تو پھانسی دوں اس سے آگے پیچے بات نہیں کروں بیغرت آدمی ہڈی کیلئے کچھ بھی کرتے ہو گیراجوں میں پیدا ہونے والے ایسا ہوتا ہے,تم اتنا بڑا گدھا ہے میں نہیں سوچ سکتا عدالتوں میں جاو سایفر پر تحقیقات کرواو اگر غلط نکلا تو پانسی کروں اس سے اگے پیچے بات نہیں کروں بیغرت ادمی ہڈی کیلئے کچھ بھی کرتے ہوں گیراجوں میں پیدا ہونے والے ایسا ہوتا ہے https://t.co/KZhQoMfRiq,تم اتنا بڑا گدھا ہے میں نہیں سوچ سکتا عدالتوں میں جاؤ یا تحقیقات کرواؤ اگر غلط نکلا تو پھانسی دوں اس سے آگے پیچے بات نہیں کروں بیغرت آدمی ہڈی کیلئے کچھ بھی کرتے ہو گیراجوں میں پیدا ہونے والے ایسا ہوتا ہے 
