row_index,TweetId,occurrence_in_row,alignment_type,wrong_word,correct_word,review_label,review_reason,wrong_in_processed_freq,correct_in_processed_freq,wrong_in_original_freq,edit_distance,orthographic_variant,original_block,processed_block,CleanOriginal,CleanProcessed,TweetOriginal,TweetProcess
100,4846,1,token_replace,ہوئ,ہوئی,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,7,78,15,1,False,ہوئ,ہوئی,گشتی جس دن تو پیدا ہوئ تھی اس دن سب پے الزام آیا تھا ۔تو ہے کون کسی گلی کی رنڈی ہے تو ۔اور کس قدر بیغرت ہے تو,گشتی جس دن تو پیدا ہوئی تھی اس دن سب پے الزام آیا تھا ۔تو ہے کون کسی گلی کی رنڈی ہے تو ۔اور کس قدر بیغرت ہے تو,گشتی جس دن تو پیدا ہوئ تھی اس دن سب پے الزام آیا تھا ۔تو ہے کون کسی گلی کی رنڈی ہے تو ۔اور کس قدر بیغرت ہے تو https://t.co/bfB0xcHmof,گشتی جس دن تو پیدا ہوئی تھی اس دن سب پے الزام آیا تھا ۔تو ہے کون کسی گلی کی رنڈی ہے تو ۔اور کس قدر بیغرت ہے تو 
120,5953,1,token_replace,یے,یہ,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,17,1341,21,1,False,یے,یہ,کتے کی توہین نا کریں کیونکہ کتا وفادار ہوتا یے مرزا ملعون تو بے وفا تھا,کتے کی توہین نا کریں کیونکہ کتا وفادار ہوتا یہ مرزا ملعون تو بےوفا تھا,@fazalkhan8430 @abu_nouman @iFazliGhafoor کتے کی توہین نا کریں کیونکہ کتا وفادار ہوتا یے مرزا ملعون تو بے وفا تھا,@fazalkhan8430 @abu_nouman @iFazliGhafoor کتے کی توہین نا کریں کیونکہ کتا وفادار ہوتا یہ مرزا ملعون تو بےوفا تھا
126,6446,1,token_replace,عطإ,عطاء,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,1,9,2,1,False,عطإ,عطاء,علی زیدی کو بٹھا کر عطإ تارڑ کی فضولیات سناٶ گے تو کونسا سنجیدہ شخص ایسے ٹاک شو میں بیٹھے گا۔ سے بہتر کوٸی اسپوک پرسن نہں ن لیگ کے پاس یا اس نایاب نسل کے ترجمان ملے ہے۔ کا درست فیصلہ تھا,علی زیدی کو بٹھا کر عطاء تارڑ کی فضولیات سناو گے تو کون سا سنجیدہ شخص ایسے ٹاک شو میں بیٹھے گا ۔ سے بہتر کوئی اسپوک پرسن نہیں ن لیگ کے پاس یا اس نایاب نسل کے ترجمان ملے ہے ۔ کا درست فیصلہ تھا,"@humnewspakistan @SammerAbbas @AliHZaidiPTI علی زیدی کو بٹھا کر عطإ تارڑ کی فضولیات سناٶ گے تو کونسا سنجیدہ شخص ایسے ٹاک شو میں بیٹھے گا۔
@TararAttaullah 
سے بہتر کوٸی اسپوک پرسن نہں ن لیگ کے پاس یا اس نایاب نسل کے ترجمان ملے ہے۔
@AliHZaidiPTI 
کا درست فیصلہ تھا","@humnewspakistan @SammerAbbas @AliHZaidiPTI علی زیدی کو بٹھا کر عطاء تارڑ کی فضولیات سناو گے تو کون سا سنجیدہ شخص ایسے ٹاک شو میں بیٹھے گا ۔ @TararAttaullah سے بہتر کوئی اسپوک پرسن نہیں ن لیگ کے پاس یا اس نایاب نسل کے ترجمان ملے ہے ۔
@AliHZaidiPTI  کا درست فیصلہ تھا"
126,6446,1,token_replace,کوٸی,کوئی,probably_spelling_or_orthographic,"source also appears in processed corpus, but pair is a common orthographic variant",11,443,12,1,True,کوٸی,کوئی,علی زیدی کو بٹھا کر عطإ تارڑ کی فضولیات سناٶ گے تو کونسا سنجیدہ شخص ایسے ٹاک شو میں بیٹھے گا۔ سے بہتر کوٸی اسپوک پرسن نہں ن لیگ کے پاس یا اس نایاب نسل کے ترجمان ملے ہے۔ کا درست فیصلہ تھا,علی زیدی کو بٹھا کر عطاء تارڑ کی فضولیات سناو گے تو کون سا سنجیدہ شخص ایسے ٹاک شو میں بیٹھے گا ۔ سے بہتر کوئی اسپوک پرسن نہیں ن لیگ کے پاس یا اس نایاب نسل کے ترجمان ملے ہے ۔ کا درست فیصلہ تھا,"@humnewspakistan @SammerAbbas @AliHZaidiPTI علی زیدی کو بٹھا کر عطإ تارڑ کی فضولیات سناٶ گے تو کونسا سنجیدہ شخص ایسے ٹاک شو میں بیٹھے گا۔
@TararAttaullah 
سے بہتر کوٸی اسپوک پرسن نہں ن لیگ کے پاس یا اس نایاب نسل کے ترجمان ملے ہے۔
@AliHZaidiPTI 
کا درست فیصلہ تھا","@humnewspakistan @SammerAbbas @AliHZaidiPTI علی زیدی کو بٹھا کر عطاء تارڑ کی فضولیات سناو گے تو کون سا سنجیدہ شخص ایسے ٹاک شو میں بیٹھے گا ۔ @TararAttaullah سے بہتر کوئی اسپوک پرسن نہیں ن لیگ کے پاس یا اس نایاب نسل کے ترجمان ملے ہے ۔
@AliHZaidiPTI  کا درست فیصلہ تھا"
130,6727,1,token_replace,مرتد,مرد,likely_real_word_contextual,manual full-corpus review: source and target are valid words/forms in context,37,30,32,1,False,یہودن مرتد,یہودی مرد,میں یہی تو بات کر رہا ہوں کہ یہ لوگ بغض میں اتنے اندھے ہو گئے کہ ایک مسلمان عورت، چاہے جیسی بھی ہے وہ،اس کے مقابلے میں ایک یہودن مرتد کی تعریفیں کر رہے ہیں ۔ بے شرم لوگ۔,میں یہی تو بات کر رہا ہوں کہ یہ لوگ بغض میں اتنے اندھے ہو گئے کہ ایک مسلمان عورت، چاہے جیسی بھی ہے وہ،اس کے مقابلے میں ایک یہودی مرد کی تعریفیں کر رہے ہیں ۔ بےشرم لوگ۔,@Hussain50481396 @farzana_amjid میں یہی تو بات کر رہا ہوں کہ یہ لوگ بغض میں اتنے اندھے ہو گئے کہ ایک مسلمان عورت، چاہے جیسی بھی ہے وہ،اس کے مقابلے میں ایک یہودن مرتد کی تعریفیں کر رہے ہیں ۔ بے شرم لوگ۔,@Hussain50481396 @farzana_amjid میں یہی تو بات کر رہا ہوں کہ یہ لوگ بغض میں اتنے اندھے ہو گئے کہ ایک مسلمان عورت، چاہے جیسی بھی ہے وہ،اس کے مقابلے میں ایک یہودی مرد کی تعریفیں کر رہے ہیں ۔ بےشرم لوگ۔
137,7164,1,token_replace,ھی,ہی,probably_spelling_or_orthographic,"source also appears in processed corpus, but pair is a common orthographic variant",34,644,43,1,True,ھی ھے,ہی ہے,اس کی اوقات صرف گندی غلیظ وڈیوز بنانے تک ھی ھے بس ، اس عورت کو اور کچھ نہی آتا ھے,اس کی اوقات صرف گندی غلیظ وڈیوز بنانے تک ہی ہے بس ، اس عورت کو اور کچھ نہی آتا ہے,@TahirMughalPml2 اس کی اوقات صرف گندی غلیظ وڈیوز بنانے تک ھی ھے بس ، اس عورت کو اور کچھ نہی آتا ھے,@TahirMughalPml2 اس کی اوقات صرف گندی غلیظ وڈیوز بنانے تک ہی ہے بس ، اس عورت کو اور کچھ نہی آتا ہے
137,7164,1,token_replace,ھے,ہے,probably_spelling_or_orthographic,"source also appears in processed corpus, but pair is a common orthographic variant",366,3080,348,1,True,ھی ھے,ہی ہے,اس کی اوقات صرف گندی غلیظ وڈیوز بنانے تک ھی ھے بس ، اس عورت کو اور کچھ نہی آتا ھے,اس کی اوقات صرف گندی غلیظ وڈیوز بنانے تک ہی ہے بس ، اس عورت کو اور کچھ نہی آتا ہے,@TahirMughalPml2 اس کی اوقات صرف گندی غلیظ وڈیوز بنانے تک ھی ھے بس ، اس عورت کو اور کچھ نہی آتا ھے,@TahirMughalPml2 اس کی اوقات صرف گندی غلیظ وڈیوز بنانے تک ہی ہے بس ، اس عورت کو اور کچھ نہی آتا ہے
137,7164,2,token_replace,ھے,ہے,probably_spelling_or_orthographic,"source also appears in processed corpus, but pair is a common orthographic variant",366,3080,348,1,True,ھے,ہے,اس کی اوقات صرف گندی غلیظ وڈیوز بنانے تک ھی ھے بس ، اس عورت کو اور کچھ نہی آتا ھے,اس کی اوقات صرف گندی غلیظ وڈیوز بنانے تک ہی ہے بس ، اس عورت کو اور کچھ نہی آتا ہے,@TahirMughalPml2 اس کی اوقات صرف گندی غلیظ وڈیوز بنانے تک ھی ھے بس ، اس عورت کو اور کچھ نہی آتا ھے,@TahirMughalPml2 اس کی اوقات صرف گندی غلیظ وڈیوز بنانے تک ہی ہے بس ، اس عورت کو اور کچھ نہی آتا ہے
154,8573,1,token_replace,نا,ہونا,likely_real_word_contextual,manual full-corpus review: source and target are valid words/forms in context,143,58,154,2,False,پیداہو نا,پیدا ہونا,پیداہو نا لازمی ہے کہ مال کے حریص یہودی اور عیسائی اس مہم پر اربوں کھر بوں ڈالر آخر کیوں خرچکر رہے ہیں؟ یہ عالم اسلام اور باقی دنیا کے خلاف کو ئی خطرناک سازش تو نہیں ہے؟ اس کے علاوہغور طلب بات یہ بھی ہے کہ دور ماضی میں ملیریا اور چیچک کے خاتمے کے لیے ٹیکے لگائے گئے تھے ۔کیا ان,پیدا ہونا لازمی ہے کہ مال کے حریص یہودی اور عیسائی اس مہم پر اربوں کھر بوں ڈالر آخر کیوں خرچ کر رہے ہیں؟ یہ عالم اسلام اور باقی دنیا کے خلاف کو ئی خطرناک سازش تو نہیں ہے؟ اس کے علاوہ غور طلب بات یہ بھی ہے کہ دور ماضی میں ملیریا اور چیچک کے خاتمے کے لیے ٹیکے لگائے گئے تھے,5/ پیداہو نا لازمی ہے کہ مال کے حریص یہودی اور عیسائی اس مہم پر اربوں کھر بوں ڈالر آخر کیوں خرچکر رہے ہیں؟ یہ عالم اسلام اور باقی دنیا کے خلاف کو ئی خطرناک سازش تو نہیں ہے؟ اس کے علاوہغور طلب بات یہ بھی ہے کہ دور ماضی میں ملیریا اور چیچک کے خاتمے کے لیے ٹیکے لگائے گئے تھے ۔کیا ان,5/ پیدا ہونا لازمی ہے کہ مال کے حریص یہودی اور عیسائی اس مہم پر اربوں کھر بوں ڈالر آخر کیوں خرچ کر رہے ہیں؟ یہ عالم اسلام اور باقی دنیا کے خلاف کو ئی خطرناک سازش تو نہیں ہے؟ اس کے علاوہ غور طلب بات یہ بھی ہے کہ دور ماضی میں ملیریا اور چیچک کے خاتمے کے لیے ٹیکے لگائے گئے تھے
177,9660,1,token_replace,بیغرت,بیغیرت,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,19,41,26,1,False,بیغرت,بیغیرت,توبہ استغفراللہ ظلم کی بھی ایک حد ھوتی ھے اس طرح کے بیغرت اور ذلیل درندہ صفت دجال کے پاس پھنس جائیں تو جان چھڑانا بھی مشکل ھو جاتا ھے عدالت کچہریون کے چکروں میں بھی لوگ ، سال رل جاتے ہیں خلع لینے کیلئے اور موجودہ حالات میں تو ھر چوتھے پانچویں کیس میں شادی کا ہیں حشر ھے,توبہ استغفر اللہ ظلم کی بھی ایک حد ھوتی ھے اس طرح کے بیغیرت اور ذلیل درندہ صفت دجال کے پاس پھنس جائیں تو جان چھڑانا بھی مشکل ھو جاتا ھے عدالت کچہریون کے چکروں میں بھی لوگ ، سال رل جاتے ہیں خلع لینے کیلئے اور موجودہ حالات میں تو ھر چوتھے پانچویں کیس میں شادی کا ہیں حشر ھے,"@sarcasm475 توبہ استغفراللہ  
ظلم کی بھی ایک حد ھوتی ھے اس طرح کے بیغرت اور ذلیل درندہ صفت دجال  کے پاس پھنس جائیں تو جان چھڑانا بھی مشکل ھو جاتا ھے عدالت/کچہریون کے چکروں میں بھی لوگ 10، 10 سال رل جاتے ہیں خلع  لینے کیلئے اور موجودہ حالات میں تو ھر چوتھے پانچویں کیس میں شادی کا ہیں حشر ھے","@sarcasm475 توبہ استغفر اللہ  
ظلم کی بھی ایک حد ھوتی ھے اس طرح کے بیغیرت اور ذلیل درندہ صفت دجال  کے پاس پھنس جائیں تو جان چھڑانا بھی مشکل ھو جاتا ھے عدالت/کچہریون کے چکروں میں بھی لوگ 10، 10 سال رل جاتے ہیں خلع  لینے کیلئے اور موجودہ حالات میں تو ھر چوتھے پانچویں کیس میں شادی کا ہیں حشر ھے"
181,9899,1,token_replace,ہر,پر,likely_real_word_contextual,manual full-corpus review: source and target are valid words/forms in context,168,1383,152,1,False,ہر,پر,ایسے صحافی ہر لعنت ہی بنتی جو اپنی خبر کی تصدیق نا کر سکتا ہو,ایسے صحافی پر لعنت ہی بنتی جو اپنی خبر کی تصدیق نا کر سکتا ہو,@CMMobeen @SenDrAbdulKarim @mahwishzafar7 @Hestia2007 @afnanullahkh @summandar01 @RehamKhan1 @realrazidada @UmarCheema1 @asmashirazi @sanabucha ایسے صحافی ہر لعنت ہی بنتی جو اپنی خبر کی تصدیق نا کر سکتا ہو,@CMMobeen @SenDrAbdulKarim @mahwishzafar7 @Hestia2007 @afnanullahkh @summandar01 @RehamKhan1 @realrazidada @UmarCheema1 @asmashirazi @sanabucha ایسے صحافی پر لعنت ہی بنتی جو اپنی خبر کی تصدیق نا کر سکتا ہو
187,10095,1,token_replace,لانتی,لعنتی,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,3,59,8,1,False,لانتی,لعنتی,یہ ہمیشہ سے ایسی باتیں کرتا ہے کہ کوئی گلی کا غنڈا موالی نہیں کرتا لانتی آ دمی ہے,یہ ہمیشہ سے ایسی باتیں کرتا ہے کہ کوئی گلی کا غنڈا موالی نہیں کرتا لعنتی آ دمی ہے,@ImranRiazKhan یہ ہمیشہ سے ایسی باتیں کرتا ہے کہ کوئی گلی کا غنڈا موالی نہیں کرتا لانتی آ دمی ہے,@ImranRiazKhan یہ ہمیشہ سے ایسی باتیں کرتا ہے کہ کوئی گلی کا غنڈا موالی نہیں کرتا لعنتی آ دمی ہے
189,10110,1,token_replace,زلیل,ذلیل,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,13,43,21,1,False,زلیل,ذلیل,بلی کو ھمیشہ خواب میں چھچڑے ھی نظر آتے ھے اپنی ایک کرسی کی خاطر فتنہ خان عرف گھڑی چور یوتھیوں کو زلیل اور رسوا کر رھا ھے مگر اب کی بار مشکل نہیں بلکہ ناممکن ھے کرسی تک پہنچنا,بلی کو ھمیشہ خواب میں چھچڑے ھی نظر آتے ھے اپنی ایک کرسی کی خاطر فتنہ خان عرف گھڑی چور یوتھیوں کو ذلیل اور رسوا کر رھا ھے مگر اب کی بار مشکل نہیں بلکہ ناممکن ھے کرسی تک پہنچنا,@Skiper786 بلی کو ھمیشہ خواب میں چھچڑے ھی نظر آتے ھے اپنی ایک کرسی کی خاطر فتنہ خان عرف گھڑی چور یوتھیوں کو زلیل اور رسوا کر رھا ھے مگر اب کی بار مشکل نہیں بلکہ ناممکن ھے کرسی تک پہنچنا,@Skiper786 بلی کو ھمیشہ خواب میں چھچڑے ھی نظر آتے ھے اپنی ایک کرسی کی خاطر فتنہ خان عرف گھڑی چور یوتھیوں کو ذلیل اور رسوا کر رھا ھے مگر اب کی بار مشکل نہیں بلکہ ناممکن ھے کرسی تک پہنچنا
191,10136,1,token_replace,رھتا,رہتا,probably_spelling_or_orthographic,"source also appears in processed corpus, but pair is a common orthographic variant",2,19,3,1,True,رھتا ھے,رہتا ہے,بنی گالہ کے پہاڑوں پر ایک عظیم نوسر باز رھتا ھے,بنی گالہ کے پہاڑوں پر ایک عظیم نوسر باز رہتا ہے,@SenKhanzada بنی گالہ کے پہاڑوں پر ایک عظیم نوسر باز رھتا ھے,@SenKhanzada بنی گالہ کے پہاڑوں پر ایک عظیم نوسر باز رہتا ہے
191,10136,1,token_replace,ھے,ہے,probably_spelling_or_orthographic,"source also appears in processed corpus, but pair is a common orthographic variant",366,3080,348,1,True,رھتا ھے,رہتا ہے,بنی گالہ کے پہاڑوں پر ایک عظیم نوسر باز رھتا ھے,بنی گالہ کے پہاڑوں پر ایک عظیم نوسر باز رہتا ہے,@SenKhanzada بنی گالہ کے پہاڑوں پر ایک عظیم نوسر باز رھتا ھے,@SenKhanzada بنی گالہ کے پہاڑوں پر ایک عظیم نوسر باز رہتا ہے
195,10197,1,token_replace,نیچھے,نیچے,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,1,26,1,1,False,نیچھے,نیچے,یہ اس کے نیچھے رکھو بچے جلدی نکا لےگا,یہ اس کے نیچے رکھو بچے جلدی نکالے گا,@ImranARaja1 یہ اس کے نیچھے رکھو بچے جلدی نکا لےگا,@ImranARaja1 یہ اس کے نیچے رکھو بچے جلدی نکالے گا
